"Country","Year","Medical doctors (per 10 000 population)","Medical doctors (number)","Generalist medical practitioners (number)","Specialist medical practitioners (number)","Medical doctors not further defined (number)"
"Togo"," 2008","0.566","349","","","349"
"Togo"," 2007","0.484","290","","","290"
"Togo"," 2004","0.441","244","","","244"
"Tonga"," 2013","5.223","55","36","19",""
"Tonga"," 2010","5.572","58","","","58"
"Tonga"," 2009","5.985","62","","","62"
"Tonga"," 2008","5.534","57","","","57"
"Tonga"," 2002","3.024","30","","","30"
"Tonga"," 2001","3.550","35","","","35"
"Trinidad and Tobago"," 2015","26.697","3631","","","3631"
"Trinidad and Tobago"," 2011","18.212","2431","","","2431"
"Trinidad and Tobago"," 2010","18.086","2402","","","2402"
"Trinidad and Tobago"," 2009","15.073","1992","","","1992"
"Trinidad and Tobago"," 2007","11.785","1543","","","1543"
"Trinidad and Tobago"," 2006","12.217","1592","","","1592"
"Trinidad and Tobago"," 2003","8.084","1038","","","1038"
"Trinidad and Tobago"," 2002","8.249","1054","","","1054"
"Trinidad and Tobago"," 2001","9.698","1234","","","1234"
"Trinidad and Tobago"," 2000","10.055","1275","","","1275"
"Trinidad and Tobago"," 1999","9.258","1171","","","1171"
"Trinidad and Tobago"," 1998","9.386","1185","","","1185"
"Trinidad and Tobago"," 1997","7.528","949","","","949"
"Trinidad and Tobago"," 1996","7.605","957","","","957"
"Trinidad and Tobago"," 1995","9.426","1183","","","1183"
"Tunisia"," 2016","12.722","14507","6752","7755",""
"Tunisia"," 2015","12.999","14655","","","14655"
"Tunisia"," 2014","12.677","14127","","","14127"
"Tunisia"," 2010","12.214","12996","","","12996"
"Tunisia"," 2008","11.082","11533","","","11533"
"Tunisia"," 2007","10.248","10554","","","10554"
"Tunisia"," 2005","9.326","9422","","","9422"
"Tunisia"," 2004","13.307","13330","","","13330"
"Tunisia"," 2003","8.239","8189","","","8189"
"Tunisia"," 2002","8.074","7964","","","7964"
"Tunisia"," 2001","7.937","7767","","","7767"
"Tunisia"," 2000","7.675","7444","","","7444"
"Tunisia"," 1999","7.444","7149","","","7149"
"Tunisia"," 1998","7.178","6819","","","6819"
"Tunisia"," 1997","6.888","6464","","","6464"
"Tunisia"," 1996","6.674","6177","","","6177"
"Tunisia"," 1995","6.545","5965","","","5965"
"Tunisia"," 1994","5.967","5344","","","5344"
"Tunisia"," 1993","5.984","5257","","","5257"
"Tunisia"," 1992","5.927","5099","","","5099"
"Tunisia"," 1991","5.346","4500","","","4500"
"Tunisia"," 1990","5.374","4424","","","4424"
"Turkey"," 2014","17.605","135616","","","135616"
"Turkey"," 2013","17.651","133775","","","133775"
"Turkey"," 2012","17.403","129772","","","129772"
"Turkey"," 2011","17.168","126029","","","126029"
"Turkey"," 2010","17.068","123447","","","123447"
"Turkey"," 2009","16.631","118641","","","118641"
"Turkey"," 2008","16.063","113151","","","113151"
"Turkey"," 2007","15.576","108402","","","108402"
"Turkey"," 2006","15.193","104475","","","104475"
"Turkey"," 2005","14.852","100853","","","100853"
"Turkey"," 2004","14.492","97110","","","97110"
"Turkey"," 2003","14.294","94466","","","94466"
"Turkey"," 2002","14.115","91949","","","91949"
"Turkey"," 2001","13.990","89804","","","89804"
"Turkey"," 2000","13.479","85242","","","85242"
"Turkey"," 1999","13.163","81988","","","81988"
"Turkey"," 1998","12.611","77344","","","77344"
"Turkey"," 1997","12.201","73659","","","73659"
"Turkey"," 1996","11.939","70947","","","70947"
"Turkey"," 1995","11.857","69349","","","69349"
"Turkey"," 1994","11.436","65832","","","65832"
"Turkey"," 1993","10.776","61050","","","61050"
"Turkey"," 1992","10.222","56985","","","56985"
"Turkey"," 1991","9.713","53264","","","53264"
"Turkey"," 1990","9.391","50639","","","50639"
"Turkey"," 1989","","46708","","","46708"
"Turkey"," 1988","","42502","","","42502"
"Turkey"," 1987","","38829","","","38829"
"Turkey"," 1986","","37142","","","37142"
"Turkey"," 1985","","36427","","","36427"
"Turkey"," 1984","","34195","","","34195"
"Turkey"," 1983","","32263","","","32263"
"Turkey"," 1982","","30956","","","30956"
"Turkey"," 1981","","28411","","","28411"
"Turkey"," 1980","","27241","","","27241"
"Turkey"," 1979","","26298","","","26298"
"Turkey"," 1978","","25230","","","25230"
"Turkey"," 1977","","23920","","","23920"
"Turkey"," 1976","","23388","","","23388"
"Turkey"," 1975","","21714","","","21714"
"Turkey"," 1974","","20868","","","20868"
"Turkey"," 1973","","18511","","","18511"
"Turkey"," 1972","","16290","","","16290"
"Turkey"," 1971","","16514","","","16514"
"Turkey"," 1970","","15856","","","15856"
"Turkmenistan"," 2014","22.248","12161","","","12161"
"Turkmenistan"," 2013","22.125","11873","","","11873"
"Turkmenistan"," 2012","22.376","11787","","","11787"
"Turkmenistan"," 2011","22.841","11818","","","11818"
"Turkmenistan"," 2010","22.743","11570","","","11570"
"Turkmenistan"," 2002","43.453","20032","","","20032"
"Tuvalu"," 2014","9.174","10","","","10"
"Tuvalu"," 2009","11.538","12","","","12"
"Tuvalu"," 2008","9.709","10","","","10"
"Tuvalu"," 2003","10.204","10","","","10"
"Tuvalu"," 2002","6.250","6","","","6"
"Uganda"," 2015","0.908","3645","","","3645"
"Uganda"," 2012","0.928","3370","2207","",""
"Uganda"," 2005","1.177","3361","","","3361"
"Uganda"," 2004","0.801","2209","","","2209"
"Ukraine"," 2014","30.075","134986","","","134986"
"Ukraine"," 2013","35.097","158344","","","158344"
"Ukraine"," 2012","34.991","158681","","","158681"
"Ukraine"," 2011","34.875","158949","","","158949"
"Ukraine"," 2010","34.830","159495","","","159495"
"United Arab Emirates"," 2016","23.944","22195","","","22195"
"United Arab Emirates"," 2015","22.373","20481","","","20481"
"United Arab Emirates"," 2014","20.268","18385","","","18385"
"United Arab Emirates"," 2013","17.783","16016","","","16016"
"United Arab Emirates"," 2012","15.167","13499","","","13499"
"United Arab Emirates"," 2011","14.824","12856","","","12856"
"United Arab Emirates"," 2010","14.675","12137","","","12137"
"United Arab Emirates"," 2009","15.674","12016","","","12016"
"United Arab Emirates"," 2008","16.869","11630","","","11630"
"United Arab Emirates"," 2007","14.343","8669","","","8669"
"United Arab Emirates"," 2006","13.445","7048","","","7048"
"United Arab Emirates"," 2005","15.222","6971","","","6971"
"United Arab Emirates"," 2004","19.086","7802","","","7802"
"United Arab Emirates"," 2003","20.596","7707","","","7707"
"United Arab Emirates"," 2002","19.865","6967","","","6967"
"United Arab Emirates"," 2001","19.690","6549","","","6549"
"United Arab Emirates"," 2000","17.896","5646","","","5646"
"United Kingdom of Great Britain and Northern Ireland"," 2017","28.058","185692","","","185692"
"United Kingdom of Great Britain and Northern Ireland"," 2016","27.959","183938","","","183938"
"United Kingdom of Great Britain and Northern Ireland"," 2015","27.780","181673","","","181673"
"United Kingdom of Great Britain and Northern Ireland"," 2014","27.769","180543","","","180543"
"United Kingdom of Great Britain and Northern Ireland"," 2013","27.485","177663","","","177663"
"United Kingdom of Great Britain and Northern Ireland"," 2012","27.279","175269","","","175269"
"United Kingdom of Great Britain and Northern Ireland"," 2011","27.176","173415","","","173415"
"United Kingdom of Great Britain and Northern Ireland"," 2010","26.724","169179","","","169179"
"United Kingdom of Great Britain and Northern Ireland"," 1997","22.905","133641","","","133641"
"United Republic of Tanzania"," 2014","0.399","2086","","929","1157"
"United Republic of Tanzania"," 2012","0.302","1481","","","1481"
"United Republic of Tanzania"," 2002","0.228","822","","","822"
"United States of America"," 2016","25.948","835987","","","835987"
"United States of America"," 2015","25.858","827261","","","827261"
"United States of America"," 2014","25.817","820251","","","820251"
"United States of America"," 2013","25.666","809845","","","809845"
"United States of America"," 2012","25.041","784633","","","784633"
"United States of America"," 2011","24.683","767782","","","767782"
"United States of America"," 2010","24.383","752572","","","752572"
"United States of America"," 2005","29.401","867712","","","867712"
"United States of America"," 2004","27.130","793648","","","793648"
"United States of America"," 2000","25.917","730801","","","730801"
"United States of America"," 1995","24.340","646610","","","646610"
"United States of America"," 1985","","525070","","","525070"
"Uruguay"," 2017","50.499","17456","","","17456"
"Uruguay"," 2016","39.329","13545","5021","8524",""
"Uruguay"," 2008","39.385","13197","","","13197"
"Uruguay"," 2002","37.214","12384","","","12384"
"Uzbekistan"," 2014","23.685","72237","","","72237"
"Uzbekistan"," 2013","23.975","71971","","","71971"
"Uzbekistan"," 2012","24.375","72007","","","72007"
"Uzbekistan"," 2011","24.958","72547","","","72547"
"Uzbekistan"," 2010","25.352","72522","","","72522"
"Vanuatu"," 2016","1.706","46","","",""
"Vanuatu"," 2012","1.859","46","","","46"
"Vanuatu"," 2008","1.154","26","","","26"
"Vanuatu"," 2007","1.182","26","","","26"
"Vanuatu"," 2004","1.470","30","","","30"
"Vanuatu"," 1997","1.143","20","","","20"
"Venezuela (Bolivarian Republic of)"," 2001","19.240","48000","","","48000"
"Viet Nam"," 2016","8.199","77539","","","77539"
"Viet Nam"," 2015","7.887","73797","","","73797"
"Viet Nam"," 2014","7.760","71815","","","71815"
"Viet Nam"," 2012","8.150","73717","","","73717"
"Viet Nam"," 2010","7.060","62458","","","62458"
"Viet Nam"," 2009","6.944","60807","","","60807"
"Viet Nam"," 2008","6.612","57333","","","57333"
"Viet Nam"," 2007","6.380","54798","","","54798"
"Viet Nam"," 2006","6.204","52792","","","52792"
"Viet Nam"," 2005","6.104","51466","","","51466"
"Viet Nam"," 2002","5.486","44960","","","44960"
"Viet Nam"," 2001","5.217","42327","","","42327"
"Yemen"," 2014","3.104","8148","","","8148"
"Yemen"," 2009","3.102","7127","","","7127"
"Yemen"," 2008","3.090","6909","","","6909"
"Yemen"," 2004","3.367","6739","","","6739"
"Yemen"," 1997","2.324","3814","","","3814"
"Zambia"," 2016","0.913","1514","","","1514"
"Zambia"," 2012","1.632","2399","","","2399"
"Zambia"," 2011","1.621","2312","","","2312"
"Zambia"," 2010","0.604","836","","","836"
"Zambia"," 2009","0.595","801","","","801"
"Zambia"," 2008","0.608","795","","","795"
"Zambia"," 2006","0.524","649","","","649"
"Zambia"," 2005","0.536","646","","","646"
"Zambia"," 2004","1.278","1499","","","1499"
"Zimbabwe"," 2014","0.763","1176","","","1176"
"Zimbabwe"," 2013","0.740","1114","","","1114"
"Zimbabwe"," 2012","0.720","1059","","","1059"
"Zimbabwe"," 2011","0.733","1054","","","1054"
"Zimbabwe"," 2010","0.650","916","","","916"
"Zimbabwe"," 2009","0.599","827","","","827"
"Zimbabwe"," 2008","0.544","738","","","738"
"Zimbabwe"," 2007","0.500","667","","","667"
"Zimbabwe"," 2004","1.633","2086","","","2086"
"Zimbabwe"," 1995","1.440","1630","","","1630"
"Zimbabwe"," 1990","1.296","1320","","","1320"
"Zimbabwe"," 1985","","1058","","","1058"
